"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real"
"53299",1271403607,"SAM","Shorts","Film & Video","USD","2/14/2013",5000,"1/23/2013 1:34",295,"failed",9,"US",295,295,5000
"40384",1205444576,"Boba Cola - Catch the Slave-1 Parody Star Wardrobe T-shirt","Apparel","Fashion","USD","6/26/2017",20,"6/16/2017 14:35",324,"successful",19,"US",80,324,20
"242106",301361312,"Tomorrow","Shorts","Film & Video","USD","1/22/2012",4000,"12/23/2011 8:34",5632,"successful",45,"US",5632,5632,4000
"372934",970427522,"Jolly Jail","Video Games","Games","USD","2/17/2014",10000,"1/18/2014 8:47",236,"failed",17,"US",236,236,10000
"29530",1150091274,"Double Decker Games","Playing Cards","Games","CAD","12/29/2015",2500,"11/14/2015 15:55",3034,"successful",38,"CA",2283.54,2185.25,1800.63
"357180",88950321,"Lämmin - Luxurious High Quality Hooded Scarves","Accessories","Fashion","GBP","2/15/2014",20000,"12/27/2013 19:02",22017,"successful",153,"GB",36084.39,36721.32,33357.24
"59204",1301118947,"CUBEziez - Cute & Soft Building Blocks!!!","Product Design","Design","USD","10/24/2014",4000,"9/29/2014 20:01",157,"failed",9,"US",157,157,4000
"142235",1722749641,"Kayla Ray Debut Album","Country & Folk","Music","USD","8/8/2013",10000,"6/9/2013 21:39",10305,"successful",97,"US",10305,10305,10000
"184434",1939259144,"The Dipping Diva","Small Batch","Food","USD","4/1/2015",5000,"2/9/2015 20:39",344,"failed",13,"US",344,344,5000
"233310",255808937,"Five Threads Brewing Company","Drinks","Food","USD","8/7/2015",10000,"7/9/2015 9:21",12520,"successful",68,"US",12520,12520,10000
"97840",1496780129,"Harry Killbuck, A novel about a Brighton Artist.","Publishing","Publishing","GBP","7/19/2015",2000,"6/19/2015 16:04",2190,"successful",14,"GB",3469.34,3388.94,3094.92
"314159",670054145,"M.E. Remembers","Nonfiction","Publishing","GBP","3/19/2016",1500,"2/18/2016 19:37",1,"failed",1,"GB",1.43,1.41,2119.51
"98187",1498470588,"Slowburn Album 3","Rock","Music","USD","4/2/2015",2000,"3/3/2015 23:44",201,"failed",6,"US",201,201,2000
"47594",1242520952,"Giggling Grapes Winery Kickstarter project","Food","Food","USD","8/26/2013",10500,"7/22/2013 20:25",10525,"successful",40,"US",10525,10525,10500
"9488",1047837964,"BIT BANK","Web","Technology","EUR","6/23/2017",32000,"5/19/2017 12:55",10,"suspended",1,"IT",11.16,11.17,35753.79
"277797",483467521,"Sustainable clothing from the future's hightech hemp textile","Ready-to-wear","Fashion","DKK","3/5/2015",80000,"2/3/2015 17:44",450,"canceled",2,"DK",68.36,66.21,11770.07
"251290",348222631,"Global Harmony: Zwilich Piano Concerto Commissioning Project","Classical Music","Music","USD","3/7/2011",15000,"1/6/2011 22:55",50,"canceled",1,"US",50,50,15000
"233584",257320622,"Springtime in Paris - a premiere ballet","Dance","Dance","USD","4/28/2016",3800,"4/7/2016 22:46",3881,"successful",51,"US",3881,3881,3800
"186948",1951838202,"Spin Your World: Bring Flag Dancing to High School students","Performance Art","Art","USD","4/5/2012",1500,"3/15/2012 22:03",1809,"successful",28,"US",1809,1809,1500
"17867",109078143,"Midnight Tea in Mumbai","Conceptual Art","Art","USD","11/1/2012",1000,"10/18/2012 22:17",2700,"successful",63,"US",2700,2700,1000
"181273",1922562392,"GET KYLE TO THE FAIR, V2.0","Photography","Photography","USD","7/22/2013",800,"6/25/2013 22:15",1365,"successful",53,"US",1365,1365,800
"209340",2066890222,"Future Is Forgiveness","Nonfiction","Publishing","USD","8/16/2012",3000,"7/17/2012 16:05",470,"failed",8,"US",470,470,3000
"28262",114334706,"Get 'ALBA - A Scottish Musical' to the Edinburgh Fringe!","Theater","Theater","GBP","4/15/2014",4000,"3/14/2014 17:56",4070,"successful",107,"GB",6766.38,6840.91,6723.25
"273983",464012588,"World-Class Merino Performance Apparel (Canceled)","Apparel","Fashion","USD","7/28/2014",45000,"6/13/2014 9:22",13590,"canceled",87,"US",13590,13590,45000
"56068",1285289262,"Monikers: Something Something","Tabletop Games","Games","USD","4/16/2016",1000,"3/17/2016 18:09",49713,"successful",1462,"US",49713,49713,1000
"185185",1942917114,"Popcorn Divine - over 250 Flavors","Food","Food","USD","12/6/2014",10000,"10/22/2014 4:11",0,"failed",0,"US",0,0,10000
"249111",336999925,"The Children in Gaziantep-A Documentary by Fardeen Barekzai","Documentary","Film & Video","DKK","4/5/2015",40000,"3/5/2015 18:10",40110,"successful",45,"DK",6015.38,5674.31,5658.75
"176116",1895844730,"Shower Curtain Rod Support","Hardware","Technology","USD","3/13/2017",40000,"2/1/2017 22:42",55,"canceled",3,"US",65,55,40000
"171891",1874294166,"Cafemaker Latte Art Printer& second generation","3D Printing","Technology","EUR","8/20/2017",50000,"7/21/2017 6:49",1,"suspended",1,"ES",1.15,1.18,59040.24
"292630",559298446,"I Wanna Marry A Christian","Film & Video","Film & Video","USD","3/24/2012",6000,"1/25/2012 4:45",1,"failed",1,"US",1,1,6000
"89226",1453416861,"It's a Beautiful Day","Music","Music","USD","7/14/2013",5000,"5/15/2013 2:10",25,"failed",1,"US",25,25,5000
"26286",1133520436,"Number One Hot Sauce: Get Yer Sauce On","Small Batch","Food","GBP","9/6/2015",5000,"8/7/2015 10:38",5792.72,"successful",117,"GB",9044.69,8934.14,7711.53
"24601",112485978,"The 13th Doll: A Fan Game of The 7th Guest","Video Games","Games","USD","8/27/2015",40000,"7/26/2015 22:01",60266.66,"successful",1199,"US",60266.66,60266.66,40000
"17190",1087295948,"TERROR HOUSE - A feature film for horror fans. (Canceled)","Narrative Film","Film & Video","USD","10/16/2012",20000,"9/13/2012 6:10",425,"canceled",6,"US",425,425,20000
"189823",1966159831,"PIZZA, A LOVE STORY . . . wouldn't you like a slice?","Documentary","Film & Video","USD","5/21/2010",1000,"2/20/2010 22:08",60,"failed",2,"US",60,60,1000
"94227",1479096770,"Light Dragon Gon Kirin's Return to Black Rock City","Sculpture","Art","USD","8/25/2017",27000,"7/1/2017 20:22",6526,"failed",27,"US",650,6526,27000
"86522",1439926628,"Monomythic Americana - Stories of the Southwest","Journalism","Journalism","USD","7/11/2012",4000,"6/21/2012 3:49",125,"failed",4,"US",125,125,4000
"130320",1661640554,"NONE: Shape Your Universe. (iOS, OUYA, Android, Windows ++!)","Video Games","Games","USD","9/8/2013",50000,"8/9/2013 18:06",6378,"failed",174,"US",6378,6378,50000
"364023",924745535,"Our New Band and First CD!!!","Country & Folk","Music","USD","8/19/2013",1000,"8/7/2013 6:09",1210,"successful",22,"US",1210,1210,1000
"58004",1295199080,"Rehearsal Space for our Durang Showcase","Theater","Theater","USD","3/18/2011",475,"2/16/2011 23:12",602,"successful",20,"US",602,602,475
"213497",2088046473,"MUDAXpro | The Perfect Reversible Italian Outerwear Jacket","Apparel","Fashion","USD","10/14/2017",5000,"8/30/2017 21:17",5501,"successful",19,"US",85,5501,5000
"266841",427587316,"Poppable's - Cupcakes by Billy","Spaces","Food","USD","5/16/2015",12500,"3/17/2015 20:51",161,"failed",4,"US",161,161,12500
"350714",856698125,"Singapore's 1st National Cafe Hopping Trail","Food","Food","SGD","9/4/2017",8000,"8/1/2017 6:00",19442,"successful",291,"SG",3559.79,14541.51,5983.55
"312297",66075066,"Hobby Me","Apps","Technology","GBP","3/27/2016",1500,"2/16/2016 16:07",0,"failed",0,"GB",0,0,2146.44
"359093",899465546,"Groovy Pizza and Grill!","Restaurants","Food","USD","7/15/2015",45000,"6/15/2015 17:58",225,"failed",3,"US",225,225,45000
"298154",588358448,"FRANKENSTEIN - The Day of the Beast","Film & Video","Film & Video","USD","11/7/2010",2000,"10/8/2010 7:13",0,"failed",0,"US",0,0,2000
"99295",1504054536,"As You Were: Continuing Your Military Career With an STD","Nonfiction","Publishing","USD","11/16/2014",1500,"10/17/2014 20:46",91,"failed",6,"US",91,91,1500
"219332",2117160067,"Sychronous Orbit Series:  Baseless Les","Children's Books","Publishing","USD","6/16/2012",2000,"6/11/2012 4:55",0,"failed",0,"US",0,0,2000
"120805",1613679303,"Tether-Tee","Gadgets","Technology","USD","4/13/2015",20000,"2/12/2015 23:21",75,"failed",5,"US",75,75,20000
"51865",1263973127,"VINDICTA: A handmade Spaghetti Western Short by SomnieaFilms","Shorts","Film & Video","USD","12/19/2014",5000,"11/21/2014 21:57",227,"failed",10,"US",227,227,5000
"109368",1555694000,"Crest","Apps","Technology","USD","10/30/2015",10000,"9/20/2015 5:57",200,"failed",1,"US",200,200,10000
"117552",1597207856,"From The Streets to the Church T-Shirt","Graphic Design","Design","USD","7/28/2014",2500,"6/28/2014 17:15",15,"failed",3,"US",15,15,2500
"64109",1325992065,"Make GENERATORproject’s Member’s Space member friendly","Art","Art","GBP","11/10/2014",1500,"10/11/2014 22:49",1516,"successful",77,"GB",2444.52,2373.24,2348.19
"281312",501127830,"Debut Album Release and Supporting Tour!","Music","Music","USD","4/25/2012",3000,"4/5/2012 19:12",585,"failed",13,"US",585,585,3000
"235192",265668403,"Icelandscapes - Paisajes de Islandia","Photobooks","Photography","EUR","9/7/2015",300,"8/17/2015 20:20",6,"failed",2,"ES",6.67,6.76,338.04
"51975",1264474900,"Personal Portable Solar - Maverick by Peppermint Energy","Technology","Technology","USD","8/21/2017",17000,"7/25/2017 0:03",7770,"canceled",13,"US",4391,7770,17000
"53773",1273695904,"alHIVe - Living with HIV...not fear. (Canceled)","Documentary","Film & Video","USD","8/13/2013",2700,"6/25/2013 7:11",450,"canceled",11,"US",450,450,2700
"338239",792811396,"A Lost Tune","Shorts","Film & Video","USD","12/2/2011",2200,"11/18/2011 0:20",3268,"successful",46,"US",3268,3268,2200
"35592",1180553835,"Justyn's","Music","Music","USD","1/13/2016",5e+07,"12/14/2015 17:30",0,"failed",0,"US",0,0,5e+07
"165833",1843696375,"doe donuts- vegan donuts in Portland, Oregon","Vegan","Food","USD","8/13/2016",5000,"7/15/2016 18:05",7763,"successful",57,"US",6752,7763,5000
"211050",2075608024,"Wireless Controlled - LED Motorcycle Backpack & Jacket!","Technology","Technology","USD","11/30/2014",50000,"10/1/2014 4:02",14226,"failed",28,"US",14226,14226,50000
"20478",1104051947,"Beldin's Walls","Shorts","Film & Video","USD","2/23/2013",3500,"1/24/2013 0:06",4073.66,"successful",137,"US",4073.66,4073.66,3500
"321110",705144686,"XFLEX Tablet and iPad Stand: The Single Stand Solution","Product Design","Design","USD","1/10/2013",20000,"12/11/2012 17:03",24179,"successful",254,"US",24179,24179,20000
"148879",1756701930,"Caleb Brock Solo Artist","Music","Music","USD","1/7/2018",1500,"12/8/2017 0:59",0,"live",0,"US",0,0,1500
"267603",431554273,"FlexXxi-C | The Flexible Convenient Covers","Product Design","Design","USD","1/27/2017",7000,"12/28/2016 22:02",431,"suspended",14,"US",373,431,7000
"376656",989763143,"""Jim Bruce:  I'm dying as fast as I can"" DVD Comedy Special","Documentary","Film & Video","USD","5/20/2013",5000,"3/21/2013 19:29",5180,"successful",131,"US",5180,5180,5000
"73602",1374976190,"Twidster","Web","Technology","USD","8/15/2014",15000,"7/1/2014 14:44",501,"failed",51,"US",501,501,15000
"173834",1884009138,"The Wrath of Soler (Canceled)","Video Games","Games","USD","2/3/2016",5200,"1/4/2016 17:00",100,"canceled",1,"US",100,100,5200
"239421",287446595,"Feminine Transitions: Book and Exhibitions Project","Photography","Photography","USD","5/31/2011",7700,"3/22/2011 5:20",1379.5,"failed",28,"US",1379.5,1379.5,7700
"11155",10559946,"The Residents: Talking Light 3D","Performance Art","Art","USD","4/16/2011",12480,"3/23/2011 22:14",18729.35,"successful",177,"US",18729.35,18729.35,12480
"374861",980383801,"The Grey Fox film","Action","Film & Video","USD","10/27/2016",8000,"9/12/2016 4:46",1,"failed",1,"US",0,1,8000
"316113",680189966,"Atomic Robo Limited Silkscreen Poster (make/100)","Comics","Comics","USD","2/6/2017",360,"1/23/2017 15:53",3837,"successful",104,"US",3836,3837,360
"115185",1584947566,"Creating Füra: A Locally Sourced, Hand dyed, Superbulky Yarn","Knitting","Crafts","USD","11/25/2015",1800,"10/25/2015 9:15",2205,"successful",45,"US",2205,2205,1800
"261797",401516037,"Illustration DJCAD Degree Show 2015","Illustration","Art","GBP","5/21/2015",2500,"4/21/2015 21:35",2506,"successful",50,"GB",3751.13,3919.42,3910.04
"141748",1720089356,"Spirit Steels - The ultimate beverage cooling device","Product Design","Design","USD","9/22/2013",15000,"8/13/2013 3:23",169153,"successful",3153,"US",169153,169153,15000
"38880",1197485153,"Talk to your home-Wireless Raspberry Pi Gateway","Hardware","Technology","USD","1/20/2014",90000,"11/27/2013 22:09",5012,"failed",60,"US",5012,5012,90000
"140364",1712746152,"Grimmjow's Revenge : Memoirs of a Madman","Art Books","Publishing","USD","8/14/2017",15000,"7/15/2017 17:41",1528,"failed",20,"US",675,1528,15000
"195548",1995838090,"Mech Maker (Canceled)","Games","Games","USD","6/2/2014",50000,"5/3/2014 0:18",13330.5,"canceled",120,"US",13330.5,13330.5,50000
"308650",642179431,"""Lullabies and Legends"" and ""Journey""","Publishing","Publishing","USD","1/20/2015",4000,"12/6/2014 17:43",88,"failed",8,"US",88,88,4000
"71412",1363681254,"Sniff Relief - Fast and Natural Congestion Relief","Product Design","Design","USD","6/25/2016",15000,"5/9/2016 15:46",52239,"successful",641,"US",52239,52239,15000
"281169",500353329,"Want to stay home to help Mom ! New Embroidery Business","Textiles","Art","USD","4/5/2016",16000,"2/20/2016 2:50",0,"failed",0,"US",0,0,16000
"296506",579452378,"Samantha's solo musician piano fund to kickstart career","Music","Music","AUD","6/8/2015",1000,"4/9/2015 0:34",101,"failed",3,"AU",76.92,77.83,770.59
"182051",192669832,"Have your C.A.K.E. and print it too.","Art","Art","USD","5/2/2013",1100,"4/12/2013 20:12",1231,"successful",31,"US",1231,1231,1100
"140912",171556832,"Custom Digital Geometric Artwork!","Digital Art","Art","USD","1/1/2018",500,"11/29/2017 6:19",370,"failed",5,"US",300,370,500
"258907",386803093,"Dreams Come True - An adventuorus motivational book and film","Film & Video","Film & Video","GBP","5/9/2017",26000,"3/10/2017 11:19",0,"failed",0,"GB",0,0,33429.77
"179717",1914200393,"Vapor - a contemporary Biblical parable","Shorts","Film & Video","USD","9/7/2014",2000,"8/8/2014 5:13",305,"failed",7,"US",305,305,2000
"214957",20952814,"Rig Master - Guitar & Bass Analog Gear Control","Sound","Technology","USD","11/5/2015",70000,"10/6/2015 9:00",2216.27,"failed",38,"US",2216.27,2216.27,70000
"98773",1501395449,"Taste in a photograph","Mixed Media","Art","USD","7/14/2013",10000,"5/15/2013 20:58",37.5,"failed",1,"US",37.5,37.5,10000
"342846",8166218,"Shade: a dark puzzle platformer","Video Games","Games","GBP","2/28/2013",1000,"1/29/2013 20:07",17,"failed",6,"GB",26.8,25.56,1503.42
"150904",1766787414,"Lando and Way-Man: Web Series","Film & Video","Film & Video","USD","7/15/2015",600,"6/25/2015 22:39",30,"failed",1,"US",30,30,600
"45038",1228615134,"Inside Out Show Webseries","Webseries","Film & Video","USD","2/10/2013",49000,"1/10/2013 20:54",0,"failed",0,"US",0,0,49000
"331482",758776332,"LESSONS LEARNED: A Practical Puppet Short Film","Shorts","Film & Video","USD","8/1/2013",25000,"7/2/2013 23:51",53330.01,"successful",922,"US",53330.01,53330.01,25000
"65544",1333359637,"THE ONCE UPON A TIME SHOP MUSICAL","Theater","Theater","USD","10/6/2012",18000,"9/6/2012 0:26",0,"failed",0,"US",0,0,18000
"348811",847091291,"THE IGNITE:Handcrafted Automatic Wood & Steel Revival Watch","Product Design","Design","CAD","1/2/2017",45000,"12/1/2016 13:20",74985,"successful",253,"CA",13513.73,56558.3,33941.77
"186387",1948735768,"Conway Remembered on Tour starring Mike Walker","Music","Music","USD","11/28/2014",125000,"10/29/2014 8:22",25,"failed",1,"US",25,25,125000
"285769",52373301,"Public Market Website","Web","Technology","USD","3/12/2015",2000,"1/26/2015 5:02",12,"failed",4,"US",12,12,2000
"316167",680484393,"The Universal Vagina of Light, Phase 1","Sculpture","Art","USD","4/11/2011",5000,"3/11/2011 17:46",755,"failed",30,"US",755,755,5000
"106674",1542088144,"Mannekin (Canceled)","Public Art","Art","USD","4/28/2015",6000,"3/14/2015 0:37",0,"canceled",0,"US",0,0,6000
"284643",518114664,"weornone.com World first crowdup platform","Web","Technology","USD","7/6/2016",30000,"6/6/2016 17:47",1,"failed",1,"US",1,1,30000
"357326",890276444,"The Walking Dead Interactive","Webseries","Film & Video","USD","8/1/2016",62000,"7/2/2016 23:50",25,"failed",1,"US",0,25,62000
"183451",1933964213,"Honest, Equitable, and Balanced News Channel.","Web","Journalism","USD","12/11/2016",3e+06,"10/27/2016 23:18",0,"failed",0,"US",0,0,3e+06
"6164",1031494781,"Royal DNA","Experimental","Film & Video","USD","5/3/2016",10000,"4/19/2016 0:15",0,"failed",0,"US",0,0,10000
"348004",842926885,"VOYEUR","Shorts","Film & Video","USD","8/22/2010",2000,"7/28/2010 21:31",2060,"successful",22,"US",2060,2060,2000
"119642",1607710660,"Let's Farm Cabbage!","Food","Food","USD","5/9/2014",25000,"4/9/2014 22:38",3560,"failed",45,"US",3560,3560,25000
"206576",2052487272,"Help Holiday At Sea Record/Release Concept Album On Vinyl","Rock","Music","USD","1/31/2013",4500,"12/31/2012 20:47",60,"failed",1,"US",60,60,4500
"61187",1311298832,"Taste of Vietnam","Food","Food","USD","2/13/2015",3000,"1/14/2015 6:49",0,"failed",0,"US",0,0,3000
"43802",1222802637,"Help me build a BRAZILLIANT ARTS CENTRE IN LONDON","Spaces","Dance","GBP","10/10/2015",7000,"8/19/2015 20:00",751,"failed",13,"GB",1170.47,1159.77,10810.14
"315811",678593062,"The Search for Count Danté","Documentary","Film & Video","USD","5/17/2012",50000,"4/4/2012 15:02",9377,"failed",99,"US",9377,9377,50000
"155314",1789930045,"Travels with Goldens (Canceled)","Publishing","Publishing","USD","5/2/2012",20000,"3/3/2012 0:54",0,"canceled",0,"US",0,0,20000
"368650",948198406,"Surprise Read!","Publishing","Publishing","USD","2/22/2015",1000,"1/23/2015 8:48",16,"failed",2,"US",16,16,1000
"183796",1935668690,"The First 70","Documentary","Film & Video","USD","1/1/2012",35500,"11/22/2011 20:15",57304.81,"successful",1192,"US",57304.81,57304.81,35500
"51522",1262235523,"KING - An original feature film - Development funding.","Drama","Film & Video","GBP","7/9/2016",5000,"6/11/2016 1:21",0,"canceled",0,"GB",0,0,6681.45
"146027",1741890048,"The Persistence of Memory","Public Art","Art","USD","5/7/2014",26000,"4/7/2014 22:47",648,"failed",11,"US",648,648,26000
"123757",1628334786,"MAD BAG TALES, Short Stories","Fiction","Publishing","USD","4/19/2015",1800,"3/5/2015 1:18",410,"failed",6,"US",410,410,1800
"208018",20600844,"Red, Pink, Black","Dance","Dance","USD","9/14/2013",5000,"8/25/2013 19:09",6235,"successful",93,"US",6235,6235,5000
"328565",743870595,"roKa","Video Games","Games","USD","6/3/2012",22500,"4/30/2012 20:00",160,"failed",12,"US",160,160,22500
"9761",1049217968,"The Tablebreaker: The Ultimate d20","Tabletop Games","Games","USD","7/12/2017",4500,"6/7/2017 16:00",15210,"successful",101,"US",4509,15210,4500
"357892",893142003,"The Other Side","Apparel","Fashion","USD","7/10/2015",1500,"6/10/2015 19:48",110,"failed",5,"US",110,110,1500
"180335",1917427032,"Jammin' on the James in Scottsville, Virginia!","Music","Music","USD","6/6/2014",1000,"5/23/2014 21:26",1020,"successful",12,"US",1020,1020,1000
"132463",1672210862,"Xaviers Cross","Product Design","Design","USD","7/16/2015",35000,"6/1/2015 20:09",1,"failed",1,"US",1,1,35000
"34271",1173894000,"Kinetics, the Film: Where Parkinson's Meets Parkour","Drama","Film & Video","GBP","6/30/2017",20000,"5/29/2017 12:10",20448,"successful",239,"GB",3505.76,26537.58,25956.16
"184571",1939904617,"Exileration: An Experimental Documentary","Documentary","Film & Video","USD","4/10/2015",7250,"3/11/2015 20:46",1153,"failed",24,"US",1153,1153,7250
"125385",1636555861,"Hope","Children's Books","Publishing","CAD","7/26/2014",2500,"6/11/2014 21:11",310,"failed",11,"CA",284.26,283.73,2288.12
"42619",1216961982,"Amphibious Water/Road Vehicle for All","Technology","Technology","GBP","4/28/2014",23550,"3/9/2014 13:13",335,"failed",12,"GB",559.98,565.34,39742.81
"101699",1516853786,"TWINKLIES MAGNETIC LIGHTS","Product Design","Design","USD","7/30/2017",8000,"6/30/2017 3:02",668,"failed",24,"US",269,668,8000
"88860",1451669363,"Recording project entitled: Texas Drivin' Blues","Music","Music","CAD","1/11/2014",25000,"12/10/2013 1:25",55,"failed",2,"CA",51.69,50.14,22791.5
"14643",1073685689,"Macys Butterfly","Shorts","Film & Video","USD","8/2/2015",8500,"7/2/2015 1:55",10080,"successful",41,"US",10080,10080,8500
"46561",1236945523,"Manchester Music Scene","Webseries","Film & Video","GBP","11/27/2016",110,"10/28/2016 22:52",0,"failed",0,"GB",0,0,138.86
"295199",57252559,"Sitting in traffic - Cushions","Accessories","Fashion","AUD","9/30/2014",5000,"8/31/2014 9:31",1075,"failed",17,"AU",1003.84,940.84,4375.98
"197135",2003740419,"Morocull (Canceled)","Documentary","Film & Video","GBP","6/29/2014",2500,"5/30/2014 12:32",380,"canceled",6,"GB",635.43,651.45,4285.89
"172268",1876098660,"pokiPooki!! - a Videogame","Video Games","Games","EUR","9/19/2016",8712,"8/20/2016 0:03",190,"canceled",16,"DE",145.91,213.07,9769.66
"375986",986277212,"Writing About My Prison Experience","Nonfiction","Publishing","USD","7/1/2015",10000,"6/1/2015 18:32",0,"failed",0,"US",0,0,10000
"323675",718643586,"Extraordinary Vision Mag: Your Source Of Photo-Inspiration","Photo","Journalism","NZD","2/28/2016",15000,"2/7/2016 19:34",23142,"successful",374,"NZ",15338.87,15648.12,10142.67
"126335",164142987,"Jeu dont vous êtes le héros entièrement filmé","Video Games","Games","EUR","10/10/2016",10000,"9/10/2016 17:53",65,"canceled",3,"BE",16.92,71.51,11001.95
"65860",1334914420,"eli@s - der digitale Assistent für die Post von morgen","Web","Technology","EUR","7/3/2015",1e+05,"6/2/2015 14:26",4761.55,"failed",8,"DE",5213.51,5283.39,110959.47
"25491",1129488622,"Picture Music","Apps","Technology","USD","8/12/2015",10000,"6/13/2015 3:47",6,"failed",2,"US",6,6,10000
"146521",1744357352,"New Fiction Serial on Tom McKenna","Fiction","Publishing","USD","10/16/2013",4500,"9/16/2013 18:29",440,"failed",9,"US",440,440,4500
"77498",1394205167,"Flying Ottoman™","Product Design","Design","USD","11/10/2016",20000,"10/11/2016 16:44",200,"failed",5,"US",198,200,20000
"352810",867460958,"House Of Priory Clothing","Apparel","Fashion","GBP","4/15/2016",1000,"3/16/2016 10:22",27,"failed",1,"GB",38.55,38.29,1418.04
"145650",1739882225,"The Sunday Comics","Anthologies","Comics","USD","12/28/2015",1000,"11/24/2015 17:24",17214,"successful",351,"US",17214,17214,1000
"218309",2111873162,"EDC Spinner, Fidget Toy","Product Design","Design","GBP","10/14/2016",1200,"9/30/2016 17:54",5742,"successful",38,"GB",3541.57,7026.26,1468.39
"86914",1441863883,"ZUU Music: A film about life in the Music Industry","Electronic Music","Music","GBP","6/16/2014",1500,"5/17/2014 14:28",180,"failed",8,"GB",302.23,306.69,2555.76
"64374",1327414478,"Where were YOU on 11/11/11? (Canceled)","Indie Rock","Music","USD","7/23/2015",11111,"7/3/2015 17:13",1092.11,"canceled",28,"US",1092.11,1092.11,11111
"152160",177307428,"crime app(smart phone application)","Apps","Technology","USD","3/13/2015",50000,"1/27/2015 22:44",2,"failed",2,"US",2,2,50000
"373850",975056310,"Rocktoberfest V","Rock","Music","USD","7/29/2013",11000,"5/30/2013 19:25",885,"failed",3,"US",885,885,11000
"46248",1235286325,"'COINCIDENCES' of the True Reason for the Watergate Break-In","Nonfiction","Publishing","USD","9/1/2012",4800,"7/31/2012 2:04",20,"failed",1,"US",20,20,4800
"299698",596122474,"Friends Skeletons - PEOPLE 10"" RECORD","Indie Rock","Music","USD","8/23/2013",2600,"7/24/2013 21:02",270,"failed",10,"US",270,270,2600
"87479",1444673391,"Auction, Sell Swap without excessive fees, the next ebay.","Web","Technology","GBP","1/31/2015",1500,"12/5/2014 23:20",0,"canceled",0,"GB",0,0,2297.69
"286067",525197912,"Music Therapy CD 4 Kids w Special Education Speech Needs!!","Indie Rock","Music","USD","8/26/2016",750,"7/27/2016 19:22",780,"successful",17,"US",85,780,750
"274341",466101658,"Saltwater Buddha the Film","Documentary","Film & Video","USD","8/14/2012",15000,"6/15/2012 16:18",17464.13,"successful",218,"US",17464.13,17464.13,15000
"355770",882130091,"Hext","Tabletop Games","Games","USD","7/7/2015",27000,"6/5/2015 18:49",250,"failed",5,"US",250,250,27000
"368328",946457514,"DECMBR - An Action Movie Production","Action","Film & Video","USD","10/19/2016",2500,"9/19/2016 22:44",0,"failed",0,"US",0,0,2500
"97439",14948596,"THIS POEM IS FOR YOU","Poetry","Publishing","USD","12/10/2012",3300,"10/31/2012 5:55",120,"failed",4,"US",120,120,3300
"10265",1051626777,"Ian's Shoe Lacing Cards","Playing Cards","Games","AUD","10/30/2016",12000,"9/30/2016 21:24",2439,"failed",85,"AU",279.34,1873.99,9220.13
"158972",1808536680,"Olivia Rose - Mini ZODIAC book!","Art","Art","GBP","3/6/2017",500,"2/9/2017 19:12",437,"failed",12,"GB",0,531.21,607.79
"86524",1439942906,"The Lodge at Pine Grove ~ Restoration & Coffee House","Food","Food","USD","5/28/2012",37000,"4/9/2012 2:51",4020,"failed",51,"US",4020,4020,37000
"142618",1724696015,"Erotic Art Photo-Painting: Webbing/Netting Series Pre-Order","Painting","Art","USD","6/20/2012",2000,"6/1/2012 5:25",2037,"successful",9,"US",2037,2037,2000
"278976",489010822,"Young blind actors have a life-changing opportunity!","Plays","Theater","USD","7/1/2015",15000,"6/3/2015 21:20",2095,"failed",6,"US",2095,2095,15000
"90102",1457780531,"Modern Monk Brewery Spokane","Spaces","Food","USD","5/10/2015",15000,"4/10/2015 1:04",7814,"failed",50,"US",7814,7814,15000
"151936",177190112,"MIGHTY TECH: The Legacy of Cass Technical High School","Documentary","Film & Video","USD","9/5/2011",9500,"8/1/2011 15:40",1215.5,"failed",22,"US",1215.5,1215.5,9500
"117679",1597864529,"Strip Club Mobile App","Apps","Technology","USD","12/22/2015",79000,"10/23/2015 21:42",1,"failed",1,"US",1,1,79000
"143755",1730206625,"Enough for a Dump: Tricks and Tips Bathroom Book","Nonfiction","Publishing","USD","2/9/2014",3000,"1/3/2014 16:45",30,"failed",2,"US",30,30,3000
"27241",1138434057,"DEVIATE the film","Shorts","Film & Video","AUD","4/17/2015",7000,"3/13/2015 0:19",0,"failed",0,"AU",0,0,5468.75
"172478",1877148923,"The Pettersson Retro Project","Technology","Technology","USD","8/7/2014",20000,"7/8/2014 18:54",1,"failed",1,"US",1,1,20000
"49129",1250427329,"Pluto Revealed Custom Hats with Pluto Planet Logo","Apparel","Fashion","USD","8/16/2015",750,"7/17/2015 20:09",30,"failed",1,"US",30,30,750
"83371",1423927289,"The Standing Stones","Graphic Novels","Comics","CAD","8/2/2015",1500,"7/3/2015 16:19",1510,"successful",37,"CA",1200.86,1154.26,1146.61
"309209",645023707,"The Hannah the Great Collection","Children's Books","Publishing","USD","12/9/2012",2000,"11/18/2012 3:59",0,"failed",0,"US",0,0,2000
"92206",1468419330,"""Tomorrow"" Film Project","Shorts","Film & Video","USD","1/16/2012",1000,"12/17/2011 0:18",1145,"successful",33,"US",1145,1145,1000
"101385",1515127564,"Help Launch deliberateKids!","Pop","Music","USD","7/20/2013",15000,"6/19/2013 2:08",17305,"successful",208,"US",17305,17305,15000
